Republican2018,Democrat2018,RepNat2018,DemNat2018,Republican2016,Democrat2016,RepNat2016,DemNat2016,Republican2012,Democrat2012,RepNat2012,DemNat2012
1135200,1191100,39.1,59.3,1359267,1031245,45.9,48,1104457,1036542,48.6,51.4
